,Unnamed0,SV,GS,K9,BB9,HR9,BABIP,LOB,GB,HRFB,ERA,FIP,WARx,Zone,tERA,Kx,BBx,ER,KBB,KBB,AB,PA,H,X1B,X2B,X3B,HR,R,RBI,BB,SO,Pitches,Balls,Strikes,BBy,Ky,OBP,SLG,OPS,WARy,ZSwing,ZContact,Win_Percent
212,213.0,46.0,162.0,7.62,2.78,1.07,0.296,73.2,43.2,10.9,3.97,4.03,11.9,42.6,4.32,20.0,7.3,633.0,2.74,12.7,5429.0,6049.0,1281.0,810.0,275.0,25.0,171.0,674.0,639.0,476.0,1390.0,23241.0,8154.0,15087.0,7.9,23.0,0.305,0.39,0.695,18.9,71.2,85.1,0.5123456790123457
213,214.0,39.0,162.0,8.47,3.31,1.16,0.304,69.8,42.8,11.8,4.53,4.17,9.8,42.4,4.58,21.8,8.5,721.0,2.56,13.3,5539.0,6144.0,1427.0,908.0,352.0,12.0,155.0,735.0,704.0,478.0,1373.0,23902.0,8460.0,15442.0,7.8,22.3,0.321,0.409,0.731,18.0,69.8,84.7,0.48148148148148145
214,215.0,44.0,162.0,8.62,3.37,1.29,0.287,73.5,43.1,13.5,4.03,4.33,8.7,40.7,4.48,22.4,8.8,646.0,2.56,13.7,5425.0,6072.0,1293.0,838.0,265.0,31.0,159.0,657.0,620.0,507.0,1448.0,23813.0,8557.0,15256.0,8.3,23.8,0.311,0.387,0.698,15.7,69.2,83.8,0.4567901234567901
215,216.0,48.0,162.0,9.01,3.31,1.03,0.295,71.2,41.5,10.5,3.94,3.81,17.3,39.9,4.03,23.6,8.7,633.0,2.72,14.9,5611.0,6123.0,1435.0,1005.0,272.0,9.0,149.0,686.0,654.0,388.0,1269.0,23147.0,7871.0,15276.0,6.3,20.7,0.31,0.387,0.698,15.3,69.9,86.2,0.5
216,217.0,31.0,162.0,8.94,3.87,1.35,0.298,71.1,40.6,13.3,4.86,4.59,9.9,40.5,5.05,22.7,9.8,769.0,2.31,12.9,5380.0,5978.0,1264.0,855.0,235.0,18.0,156.0,648.0,618.0,452.0,1430.0,23125.0,8118.0,15007.0,7.6,23.9,0.304,0.372,0.676,5.2,67.8,86.1,0.38271604938271603
217,218.0,51.0,162.0,8.59,2.69,1.06,0.274,73.8,42.5,11.2,3.47,3.75,18.6,41.8,3.97,23.2,7.3,562.0,3.2,15.9,5558.0,6163.0,1410.0,979.0,273.0,31.0,127.0,698.0,662.0,450.0,1122.0,23703.0,8212.0,15491.0,7.3,18.2,0.316,0.383,0.699,21.7,66.3,88.2,0.5679012345679012
218,219.0,43.0,162.0,7.5,3.4,1.16,0.312,66.8,44.1,12.1,5.08,4.38,12.6,41.7,5.52,19.0,8.6,804.0,2.2,10.4,5540.0,6105.0,1408.0,945.0,280.0,34.0,149.0,698.0,669.0,453.0,1330.0,23635.0,8216.0,15419.0,7.4,21.8,0.315,0.398,0.713,6.8,68.0,86.8,0.41975308641975306
219,220.0,38.0,162.0,7.58,3.24,1.06,0.284,71.3,41.7,10.2,4.04,4.16,9.4,41.8,4.31,19.8,8.5,637.0,2.34,11.3,5378.0,5870.0,1240.0,868.0,235.0,27.0,110.0,557.0,530.0,380.0,1413.0,22410.0,7627.0,14783.0,6.5,24.1,0.286,0.346,0.632,2.5,70.9,85.2,0.4074074074074074
220,221.0,53.0,162.0,9.49,2.85,0.83,0.268,77.2,42.7,9.3,2.9,3.28,27.0,41.5,3.38,26.0,7.8,465.0,3.33,18.2,5409.0,6054.0,1341.0,830.0,284.0,13.0,214.0,737.0,715.0,528.0,1179.0,22950.0,8348.0,14602.0,8.7,19.5,0.319,0.424,0.743,29.5,70.9,87.7,0.654320987654321
221,222.0,33.0,162.0,7.57,3.74,1.1,0.312,70.3,43.8,11.2,4.72,4.42,7.5,41.2,4.94,19.1,9.4,742.0,2.02,9.6,5437.0,6010.0,1327.0,904.0,247.0,38.0,138.0,640.0,613.0,460.0,1287.0,22872.0,8107.0,14765.0,7.7,21.4,0.306,0.38,0.686,10.7,71.6,85.2,0.4012345679012346
222,223.0,38.0,162.0,8.67,3.39,1.05,0.276,73.0,42.2,11.1,3.79,3.96,17.0,41.6,4.29,22.9,8.9,604.0,2.56,14.0,5423.0,5977.0,1265.0,825.0,219.0,31.0,190.0,623.0,600.0,449.0,1539.0,23099.0,8253.0,14846.0,7.5,25.7,0.297,0.39,0.687,11.9,69.7,83.6,0.4506172839506173
223,224.0,43.0,162.0,9.08,2.52,0.94,0.255,78.3,42.5,9.8,2.8,3.45,24.6,43.3,3.33,25.0,6.9,451.0,3.6,18.0,5526.0,6247.0,1418.0,850.0,325.0,31.0,212.0,847.0,812.0,607.0,1374.0,25138.0,9413.0,15725.0,9.7,22.0,0.333,0.442,0.775,38.9,70.2,84.3,0.6851851851851852
224,225.0,41.0,162.0,9.0,3.2,1.08,0.295,73.8,44.6,12.6,3.87,3.9,14.1,41.8,4.14,23.7,8.4,618.0,2.81,15.3,5395.0,5949.0,1241.0,829.0,248.0,20.0,144.0,586.0,554.0,436.0,1429.0,23187.0,8180.0,15007.0,7.3,24.0,0.294,0.363,0.658,10.6,69.2,85.4,0.42592592592592593
225,226.0,52.0,162.0,9.52,3.24,1.18,0.28,72.9,43.8,13.4,3.83,3.92,14.9,39.5,4.14,25.3,8.6,615.0,2.94,16.7,5417.0,6122.0,1271.0,784.0,251.0,17.0,219.0,725.0,703.0,577.0,1464.0,24835.0,9175.0,15660.0,9.4,23.9,0.315,0.409,0.724,24.3,67.4,85.1,0.5308641975308642
226,227.0,28.0,162.0,8.37,2.93,1.15,0.285,73.3,40.0,11.0,3.98,4.03,10.7,41.9,4.1,22.1,7.7,636.0,2.85,14.4,5476.0,6113.0,1356.0,891.0,269.0,18.0,178.0,696.0,668.0,518.0,1353.0,23947.0,8663.0,15284.0,8.5,22.1,0.317,0.401,0.718,21.1,68.5,85.7,0.48148148148148145
227,228.0,41.0,162.0,9.79,2.68,1.06,0.297,76.0,43.3,11.8,3.58,3.5,20.3,40.9,3.43,26.3,7.2,573.0,3.66,19.1,5489.0,6176.0,1422.0,952.0,272.0,27.0,171.0,772.0,735.0,510.0,1217.0,23987.0,8557.0,15430.0,8.3,19.7,0.332,0.412,0.744,31.3,69.6,86.2,0.6234567901234568
228,229.0,47.0,162.0,9.05,2.75,0.97,0.268,76.3,44.1,10.7,3.3,3.56,19.6,40.0,3.62,24.6,7.5,533.0,3.29,17.1,5422.0,6172.0,1308.0,821.0,225.0,8.0,254.0,807.0,764.0,620.0,1391.0,24434.0,8948.0,15486.0,10.0,22.5,0.325,0.426,0.751,35.1,66.2,84.5,0.6111111111111112
229,230.0,34.0,162.0,7.59,3.17,1.23,0.289,70.7,41.4,11.5,4.54,4.41,3.6,41.0,4.32,19.7,8.2,719.0,2.39,11.4,5314.0,5863.0,1147.0,746.0,249.0,15.0,137.0,568.0,537.0,433.0,1389.0,22568.0,7900.0,14668.0,7.4,23.7,0.281,0.346,0.626,6.8,70.3,84.8,0.37037037037037035
230,231.0,42.0,162.0,8.97,2.92,0.95,0.302,71.2,44.2,10.6,3.98,3.6,22.7,40.8,3.95,23.7,7.7,631.0,3.07,16.0,5496.0,6077.0,1392.0,903.0,255.0,29.0,205.0,747.0,719.0,478.0,1363.0,23854.0,8404.0,15450.0,7.9,22.4,0.317,0.422,0.739,21.6,68.4,86.1,0.5370370370370371
231,232.0,33.0,162.0,7.92,3.71,1.04,0.304,68.7,43.9,10.9,4.66,4.27,9.5,39.7,4.62,20.0,9.4,736.0,2.13,10.6,5331.0,5912.0,1186.0,778.0,221.0,29.0,158.0,591.0,555.0,476.0,1497.0,23202.0,8347.0,14855.0,8.1,25.3,0.291,0.364,0.655,6.7,65.3,86.7,0.38271604938271603
232,233.0,48.0,162.0,9.05,2.92,1.08,0.282,73.5,41.2,11.1,3.81,3.82,19.3,42.7,3.83,24.0,7.7,611.0,3.1,16.3,5468.0,6175.0,1317.0,871.0,275.0,18.0,153.0,705.0,682.0,574.0,1327.0,24392.0,8958.0,15434.0,9.3,21.5,0.318,0.382,0.7,21.2,67.0,86.0,0.5493827160493827
233,234.0,40.0,162.0,8.65,2.78,1.16,0.279,76.1,39.8,11.2,3.59,3.9,13.8,41.5,3.83,23.2,7.5,577.0,3.11,15.8,5375.0,6117.0,1236.0,791.0,229.0,19.0,197.0,690.0,663.0,596.0,1397.0,24110.0,9020.0,15090.0,9.7,22.8,0.315,0.39,0.704,22.9,69.4,85.7,0.5555555555555556
234,235.0,39.0,162.0,8.6,2.77,0.83,0.31,70.0,47.7,9.8,3.86,3.43,20.0,42.4,3.63,22.6,7.3,615.0,3.11,15.3,5392.0,6117.0,1261.0,805.0,255.0,18.0,183.0,716.0,683.0,571.0,1462.0,24340.0,8923.0,15417.0,9.3,23.9,0.315,0.39,0.705,15.6,67.6,84.6,0.5
235,236.0,37.0,162.0,7.38,3.07,0.92,0.287,74.2,47.2,10.7,3.79,3.94,13.4,41.9,4.16,19.6,8.1,605.0,2.41,11.4,5496.0,6165.0,1386.0,878.0,290.0,21.0,197.0,772.0,739.0,537.0,1226.0,24192.0,8708.0,15484.0,8.7,19.9,0.325,0.42,0.745,32.8,67.3,86.1,0.5740740740740741
236,237.0,44.0,162.0,8.68,2.41,1.08,0.277,74.6,42.5,11.2,3.41,3.68,16.5,42.3,3.65,23.3,6.5,544.0,3.6,16.9,5412.0,6008.0,1294.0,842.0,296.0,17.0,139.0,666.0,634.0,500.0,1395.0,23435.0,8404.0,15031.0,8.3,23.2,0.309,0.377,0.686,19.8,70.0,83.8,0.5308641975308642
237,238.0,37.0,162.0,8.24,3.64,1.06,0.292,71.2,45.9,11.9,4.22,4.18,8.9,39.0,4.44,21.3,9.4,673.0,2.26,11.9,5478.0,6029.0,1308.0,866.0,224.0,20.0,198.0,707.0,670.0,456.0,1446.0,23095.0,8183.0,14912.0,7.6,24.0,0.301,0.395,0.696,18.9,73.4,83.4,0.41975308641975306
238,239.0,46.0,162.0,8.68,2.65,1.12,0.295,73.4,41.4,11.4,3.89,3.85,17.0,41.5,4.09,23.0,7.0,623.0,3.28,16.0,5555.0,6158.0,1464.0,945.0,307.0,12.0,200.0,775.0,756.0,500.0,1242.0,23696.0,8541.0,15155.0,8.1,20.2,0.329,0.431,0.76,31.2,70.9,85.5,0.5679012345679012
239,240.0,28.0,162.0,7.78,3.56,1.56,0.297,70.8,41.5,14.4,5.0,4.98,1.0,41.2,5.13,19.6,9.0,785.0,2.19,10.6,5434.0,5998.0,1351.0,943.0,252.0,20.0,136.0,603.0,579.0,442.0,1221.0,22758.0,7965.0,14793.0,7.4,20.4,0.31,0.377,0.688,6.1,69.3,86.0,0.3395061728395062
