"","Season","Team","W","L","SV","GS","K.9","BB.9","HR.9","BABIP","LOB.","GB.","HR.FB","ERA","FIP","WAR.x","Zone.","tERA","K..x","BB..x","ER","K.BB","K.BB.","AB","PA","H","X1B","X2B","X3B","HR","R","RBI","BB","SO","Pitches","Balls","Strikes","BB..y","K..y","OBP","SLG","OPS","WAR.y","Z.Swing.","Z.Contact."
"159",2020,"COL",26,34,16,60,6.72,3.51,1.42,0.307,"66.5%","44.5%","15.0%",5.59,5.14,3.5,"42.0%",6.53,"16.8%","8.8%",327,1.92,"8.1%",2057,2257,528,365,84,16,63,275,264,161,543,8803,3090,5713,"7.1%","24.1%",0.311,0.405,0.716,1.8,"69.4%","84.9%"
"160",2020,"DET",23,35,11,58,8.12,3.51,1.66,0.297,"68.7%","42.2%","17.1%",5.63,5.17,0.9,"39.6%",5.51,"20.4%","8.8%",308,2.31,"11.6%",1893,2076,463,311,78,12,62,249,242,147,567,8257,2888,5369,"7.1%","27.3%",0.303,0.397,0.7,5.4,"69.6%","83.7%"
"161",2020,"HOU",29,31,16,60,9.03,3.73,1.2,0.288,"71.5%","44.2%","14.0%",4.31,4.33,6.3,"41.6%",4.62,"23.5%","9.7%",251,2.42,"13.8%",1992,2229,478,294,103,12,69,279,268,192,440,8548,3132,5416,"8.6%","19.7%",0.312,0.408,0.72,5.8,"68.4%","87.8%"
"162",2020,"KCR",26,34,19,60,9,3.67,1.32,0.303,"73.9%","44.4%","15.0%",4.3,4.5,4.1,"42.1%",4.94,"23.2%","9.4%",247,2.45,"13.7%",1988,2200,485,313,97,7,68,248,237,172,527,8625,3153,5472,"7.8%","24.0%",0.309,0.402,0.711,7.1,"69.2%","83.6%"
"163",2020,"LAA",26,34,12,60,8.96,3.41,1.4,0.287,"65.5%","39.4%","14.0%",5.09,4.49,5.4,"42.6%",4.85,"23.2%","8.8%",297,2.63,"14.4%",2020,2308,501,311,97,8,85,294,285,239,490,9114,3399,5715,"10.4%","21.2%",0.332,0.43,0.763,7.2,"63.1%","85.5%"
"164",2020,"LAD",43,17,15,60,8.64,2.42,1.1,0.252,"75.8%","46.3%","13.2%",3.02,3.79,8.9,"45.3%",3.87,"23.8%","6.7%",181,3.57,"17.1%",2042,2316,523,302,97,6,118,349,327,228,471,9011,3453,5558,"9.8%","20.3%",0.338,0.483,0.821,13,"69.2%","85.4%"
"165",2020,"MIA",31,29,18,60,8.05,4.04,1.46,0.297,"70.6%","45.2%","15.7%",4.86,5.02,2.4,"41.9%",5.06,"20.4%","10.2%",272,2,"10.2%",1935,2167,472,325,82,5,60,263,247,191,537,8547,3173,5374,"8.8%","24.8%",0.319,0.384,0.703,2.3,"66.1%","83.3%"
"166",2020,"MIL",29,31,14,60,10.68,3.29,1.17,0.296,"70.5%","46.6%","15.2%",4.18,3.8,9.1,"38.6%",3.98,"28.1%","8.6%",240,3.25,"19.4%",1920,2188,429,266,83,5,75,247,238,221,582,8826,3374,5452,"10.1%","26.6%",0.313,0.389,0.702,4.8,"65.9%","82.8%"
"167",2020,"MIN",36,24,17,60,9.38,2.98,1.09,0.288,"76.8%","40.8%","12.1%",3.58,3.79,9.4,"40.9%",4.08,"25.1%","8.0%",204,3.15,"17.1%",1937,2168,468,293,81,3,91,269,258,186,528,8664,3233,5431,"8.6%","24.4%",0.315,0.427,0.743,9.8,"67.6%","85.1%"
"168",2020,"NYM",26,34,11,60,10.06,3.84,1.42,0.316,"69.9%","41.7%","15.8%",5.01,4.46,5,"39.5%",4.49,"25.4%","9.7%",286,2.62,"15.7%",2023,2279,551,352,106,7,86,286,278,197,498,8801,3184,5617,"8.6%","21.9%",0.348,0.459,0.807,10.2,"71.7%","85.9%"
"169",2020,"NYY",33,27,14,60,9.49,3.02,1.49,0.28,"71.1%","42.9%","16.0%",4.35,4.39,5.6,"41.5%",4.47,"24.8%","7.9%",242,3.14,"16.9%",1915,2210,473,285,87,7,94,315,301,251,480,9021,3587,5434,"11.4%","21.7%",0.342,0.447,0.789,10.1,"67.3%","84.7%"
"170",2020,"OAK",36,24,17,60,8.84,2.88,1.21,0.285,"75.6%","41.2%","12.3%",3.77,4.02,7.5,"42.6%",3.93,"23.4%","7.6%",216,3.07,"15.8%",1908,2201,430,257,91,11,71,274,264,238,524,8848,3392,5456,"10.8%","23.8%",0.322,0.396,0.718,8.3,"66.4%","83.8%"
"171",2020,"PHI",28,32,11,60,9.63,3.35,1.45,0.343,"69.4%","46.6%","18.6%",5.2,4.43,5.8,"40.3%",5.02,"24.2%","8.4%",287,2.88,"15.8%",1948,2223,500,318,90,10,82,306,289,229,480,8683,3280,5403,"10.3%","21.6%",0.342,0.439,0.781,6.3,"68.7%","84.8%"
"172",2020,"PIT",19,41,6,60,9.4,4.37,1.4,0.28,"70.2%","43.4%","16.2%",4.68,4.8,2.9,"38.9%",5.07,"24.1%","11.2%",267,2.15,"12.9%",1932,2134,425,284,76,6,59,219,210,167,521,8352,3069,5283,"7.8%","24.4%",0.284,0.357,0.641,1.4,"69.3%","84.5%"
"173",2020,"SDP",37,23,13,60,9.77,2.94,1.21,0.29,"74.0%","42.5%","14.1%",3.87,3.88,8.3,"42.4%",4.01,"26.2%","7.9%",224,3.32,"18.3%",1972,2231,506,296,103,12,95,325,312,204,479,8724,3264,5460,"9.1%","21.5%",0.333,0.466,0.798,13.3,"65.9%","85.8%"
"174",2020,"SEA",27,33,15,60,8.17,4.01,1.38,0.281,"69.9%","40.3%","13.5%",5.03,4.91,3.2,"42.8%",4.89,"20.9%","10.2%",289,2.04,"10.6%",1929,2181,435,282,88,5,60,254,244,207,545,8698,3260,5438,"9.5%","25.0%",0.309,0.37,0.678,5.5,"64.9%","82.8%"
"175",2020,"SFG",29,31,13,60,8.48,3.65,1.2,0.281,"67.8%","38.8%","12.1%",4.64,4.45,3.8,"42.4%",4.78,"21.8%","9.4%",267,2.32,"12.4%",2019,2259,532,330,107,14,81,299,290,195,499,8768,3122,5646,"8.6%","22.1%",0.335,0.451,0.785,9.9,"69.8%","84.2%"
"176",2020,"STL",30,28,13,58,8.83,3.88,1.31,0.25,"74.0%","44.4%","15.4%",3.92,4.58,3.7,"41.0%",4.67,"23.3%","10.3%",206,2.27,"13.1%",1752,2011,410,279,73,7,51,240,231,205,477,8189,3137,5052,"10.2%","23.7%",0.323,0.371,0.694,7.5,"65.4%","83.8%"
"177",2020,"TBR",40,20,23,60,9.42,2.87,1.19,0.291,"77.2%","45.1%","14.9%",3.56,3.94,7.1,"41.9%",4.15,"25.0%","7.6%",209,3.29,"17.4%",1975,2261,470,273,105,12,80,289,274,243,608,9199,3529,5670,"10.7%","26.9%",0.328,0.425,0.753,9.5,"66.8%","80.5%"
"178",2020,"TEX",22,38,10,60,8.52,4.11,1.41,0.277,"68.6%","40.6%","14.0%",5.02,4.88,2.9,"42.5%",5.1,"21.5%","10.4%",288,2.07,"11.1%",1936,2147,420,269,80,9,62,224,204,167,548,8428,3022,5406,"7.8%","25.5%",0.285,0.364,0.648,0.3,"67.0%","82.2%"
"179",2020,"TOR",32,28,17,60,8.9,4.29,1.39,0.302,"70.3%","43.1%","14.9%",4.63,4.73,4,"39.5%",5.15,"22.5%","10.8%",270,2.08,"11.7%",2023,2263,516,320,104,4,88,302,288,203,508,8760,3246,5514,"9.0%","22.4%",0.325,0.441,0.766,5,"69.4%","84.1%"
"180",2020,"WSN",26,34,12,60,9.08,3.86,1.68,0.317,"74.1%","37.9%","16.3%",5.09,5.02,2.9,"41.0%",5.59,"22.3%","9.5%",285,2.35,"12.8%",1968,2218,519,329,112,12,66,293,279,192,451,8813,3177,5636,"8.7%","20.3%",0.336,0.433,0.769,4.3,"68.8%","87.0%"
"181",2021,"ARI",52,110,22,162,7.86,3.52,1.47,0.299,"68.2%","40.2%","13.8%",5.15,4.88,3.3,"43.7%",5.2,"19.7%","8.9%",811,2.23,"10.9%",5489,6144,1297,814,308,31,144,679,644,537,1465,24204,8669,15535,"8.7%","23.8%",0.309,0.382,0.692,10.9,"66.7%","84.6%"
"182",2021,"ATL",88,73,40,161,9.04,3.29,1.17,0.28,"74.4%","43.7%","13.5%",3.89,4.09,15.5,"42.3%",4.53,"23.8%","8.7%",610,2.75,"15.2%",5363,6056,1307,779,269,20,239,790,762,549,1453,23528,8515,15013,"9.1%","24.0%",0.319,0.435,0.754,24,"73.5%","83.1%"
"183",2021,"BAL",52,110,26,162,7.92,3.61,1.66,0.305,"66.7%","39.7%","15.1%",5.85,5.15,7.8,"43.3%",5.49,"19.7%","9.0%",911,2.19,"10.7%",5420,5983,1296,820,266,15,195,659,632,451,1454,23610,8280,15330,"7.5%","24.3%",0.304,0.402,0.705,6.6,"68.8%","83.9%"
"184",2021,"BOS",92,70,49,162,9.68,3.46,1.12,0.323,"71.9%","44.2%","12.6%",4.27,3.95,19.9,"42.9%",4.4,"24.8%","8.9%",674,2.8,"16.0%",5495,6122,1434,862,330,23,219,829,783,512,1386,23976,8485,15491,"8.4%","22.6%",0.328,0.449,0.777,21.6,"69.9%","83.6%"
"185",2021,"CHC",71,91,40,162,8.65,3.8,1.5,0.294,"70.9%","44.8%","17.2%",4.88,4.88,3.8,"40.3%",5.24,"21.9%","9.6%",766,2.28,"12.3%",5306,5972,1255,794,225,26,210,705,672,502,1596,23541,8505,15036,"8.4%","26.7%",0.312,0.407,0.719,17.2,"67.2%","83.6%"
"186",2021,"CHW",93,69,43,162,10.18,3.11,1.17,0.288,"74.4%","41.2%","12.8%",3.73,3.74,27.6,"41.7%",3.91,"27.1%","8.3%",581,3.27,"18.8%",5357,6084,1373,886,275,22,190,796,757,586,1389,23930,8640,15290,"9.6%","22.8%",0.336,0.422,0.758,23.2,"68.3%","85.6%"
"187",2021,"CIN",83,79,41,162,9.56,3.87,1.29,0.297,"72.6%","44.2%","14.8%",4.41,4.34,16.9,"40.1%",4.84,"24.6%","10.0%",703,2.47,"14.6%",5423,6162,1352,822,295,13,222,786,756,553,1425,24111,8861,15250,"9.0%","23.1%",0.328,0.431,0.759,16.4,"69.2%","85.5%"
"188",2021,"CLE",80,82,39,162,8.89,3.34,1.38,0.282,"72.8%","42.6%","14.7%",4.34,4.43,10.7,"41.6%",4.66,"23.3%","8.7%",679,2.66,"14.6%",5332,5907,1269,796,248,22,203,717,686,453,1387,23079,8262,14817,"7.7%","23.5%",0.303,0.407,0.71,16.3,"68.8%","84.2%"
"189",2021,"COL",74,87,33,161,8.18,3.47,1.26,0.302,"69.8%","44.8%","14.3%",4.83,4.47,13.8,"43.6%",5.63,"21.0%","8.9%",749,2.35,"12.1%",5374,6007,1338,847,275,34,182,739,709,491,1356,22881,8007,14874,"8.2%","22.6%",0.317,0.414,0.731,11.3,"70.5%","85.1%"
"190",2021,"DET",77,85,42,162,7.98,3.62,1.26,0.289,"72.6%","44.5%","13.2%",4.32,4.6,8.8,"42.8%",4.7,"20.4%","9.3%",681,2.2,"11.2%",5376,5979,1299,847,236,37,179,697,675,490,1514,23733,8409,15324,"8.2%","25.3%",0.308,0.399,0.707,10.5,"69.3%","83.2%"
"191",2021,"HOU",95,67,34,162,9.07,3.42,1.16,0.275,"75.1%","44.7%","13.6%",3.8,4.12,16.9,"41.1%",4.33,"24.0%","9.1%",610,2.65,"15.0%",5593,6291,1496,962,299,14,221,863,834,569,1222,24555,8982,15573,"9.0%","19.4%",0.339,0.444,0.783,33.7,"66.7%","88.0%"
"192",2021,"KCR",74,88,37,162,8.53,3.75,1.2,0.301,"70.3%","42.2%","12.6%",4.64,4.39,12.7,"41.4%",4.84,"21.9%","9.6%",731,2.27,"12.3%",5427,5993,1349,906,251,29,163,686,647,421,1258,22754,8035,14719,"7.0%","21.0%",0.306,0.396,0.702,13.3,"72.1%","86.0%"
"193",2021,"LAA",77,85,39,162,9.2,3.75,1.19,0.305,"69.6%","44.5%","13.5%",4.69,4.25,16,"40.2%",4.62,"23.5%","9.6%",741,2.45,"13.9%",5437,6016,1331,853,265,23,190,723,691,464,1394,23027,8001,15026,"7.7%","23.2%",0.31,0.407,0.717,11.6,"67.4%","85.4%"
"194",2021,"LAD",106,56,56,162,9.91,3.01,1,0.26,"76.5%","44.5%","11.8%",3.03,3.54,27.1,"44.0%",3.52,"26.9%","8.2%",489,3.29,"18.7%",5445,6239,1330,822,247,24,237,830,799,613,1408,24466,9124,15342,"9.8%","22.6%",0.33,0.429,0.759,29.3,"68.6%","85.0%"
"195",2021,"MIA",67,95,33,162,8.78,3.36,1.03,0.29,"71.6%","44.6%","12.0%",3.96,4.01,15.7,"43.1%",4.23,"22.9%","8.8%",622,2.61,"14.1%",5348,5928,1244,837,226,23,158,623,594,450,1553,23267,8080,15187,"7.6%","26.2%",0.298,0.372,0.671,12.1,"67.3%","84.0%"
"196",2021,"MIL",95,67,44,162,10.14,3.37,1.05,0.275,"74.7%","44.5%","13.3%",3.5,3.72,23.4,"41.0%",4.04,"27.0%","9.0%",558,3.01,"18.0%",5362,6099,1251,784,255,18,194,738,700,586,1465,24078,8858,15220,"9.6%","24.0%",0.317,0.396,0.713,19.1,"68.0%","84.1%"
"197",2021,"MIN",73,89,42,162,8.35,3.07,1.52,0.29,"68.9%","41.0%","15.0%",4.83,4.66,6.8,"41.5%",4.86,"21.7%","8.0%",762,2.72,"13.7%",5431,6078,1311,795,271,17,228,729,690,525,1405,23515,8706,14809,"8.6%","23.1%",0.314,0.423,0.738,21.3,"69.4%","84.3%"
"198",2021,"NYM",77,85,41,162,9.48,3.1,1.24,0.287,"73.2%","42.5%","13.9%",3.9,4.04,16.3,"42.9%",4.02,"25.1%","8.2%",597,3.06,"16.9%",5210,5856,1243,821,228,18,176,636,604,495,1392,22385,7982,14403,"8.5%","23.8%",0.315,0.391,0.705,21.6,"71.5%","84.1%"
"199",2021,"NYY",92,70,47,162,9.84,3.08,1.23,0.284,"74.0%","41.9%","12.9%",3.76,3.9,21.7,"41.1%",3.85,"26.2%","8.2%",600,3.19,"18.0%",5331,6060,1266,819,213,12,222,711,666,621,1482,24803,9426,15377,"10.2%","24.5%",0.322,0.407,0.729,16.5,"66.9%","83.0%"
"200",2021,"OAK",86,76,39,162,8.37,2.76,1.2,0.29,"73.7%","40.3%","11.8%",4.02,4.1,14.4,"42.8%",4.13,"22.0%","7.2%",640,3.03,"14.7%",5395,6104,1284,795,271,19,199,743,698,545,1349,23968,8762,15206,"8.9%","22.1%",0.317,0.406,0.723,24.6,"69.7%","85.0%"
"201",2021,"PHI",82,80,36,162,9.39,3.23,1.27,0.296,"71.4%","45.4%","14.7%",4.39,4.15,17.3,"42.0%",4.33,"24.4%","8.4%",692,2.91,"16.0%",5366,6089,1288,804,262,24,198,734,700,564,1402,23823,8530,15293,"9.3%","23.0%",0.318,0.408,0.726,18.6,"68.6%","83.8%"
"202",2021,"PIT",61,101,25,162,8.46,3.91,1.37,0.302,"70.1%","40.9%","13.8%",5.08,4.74,5.7,"41.6%",5.06,"21.4%","9.9%",788,2.17,"11.5%",5336,5983,1261,862,240,35,124,609,570,529,1328,22994,8341,14653,"8.8%","22.2%",0.309,0.364,0.673,7.2,"68.4%","87.0%"
"203",2021,"SDP",79,83,43,162,9.55,3.25,1.29,0.287,"73.6%","42.8%","14.3%",4.1,4.18,13.5,"42.7%",4.19,"25.0%","8.5%",651,2.94,"16.5%",5384,6119,1305,831,273,21,180,729,695,586,1324,23760,8797,14963,"9.6%","21.6%",0.321,0.401,0.722,21.1,"67.2%","86.2%"
"204",2021,"SEA",90,72,51,162,8.3,3.03,1.23,0.288,"71.1%","40.5%","12.1%",4.3,4.26,14.1,"42.9%",4.27,"21.7%","7.9%",688,2.74,"13.8%",5355,6010,1209,766,233,11,199,697,673,535,1492,24050,8775,15275,"8.9%","24.8%",0.303,0.385,0.688,12.3,"68.4%","83.9%"
"205",2021,"SFG",107,55,56,162,8.81,2.57,0.93,0.279,"74.9%","45.6%","10.9%",3.25,3.55,22,"44.3%",3.7,"23.7%","6.9%",525,3.43,"16.8%",5462,6196,1360,823,271,25,241,804,768,602,1461,24617,9079,15538,"9.7%","23.6%",0.329,0.44,0.769,30.9,"68.8%","84.6%"
"206",2021,"STL",90,72,50,162,7.78,3.86,0.97,0.272,"73.2%","43.7%","10.8%",4,4.3,12.4,"40.8%",4.54,"20.3%","10.1%",629,2.01,"10.2%",5351,6001,1303,822,261,22,198,706,678,478,1341,23222,8235,14987,"8.0%","22.3%",0.313,0.412,0.725,25.6,"68.2%","84.4%"
"207",2021,"TBR",100,62,42,162,9.14,2.7,1.14,0.281,"73.7%","41.5%","12.3%",3.67,3.79,18.9,"42.4%",3.83,"24.6%","7.3%",594,3.39,"17.4%",5507,6213,1336,790,288,36,222,857,810,585,1542,24326,8960,15366,"9.4%","24.8%",0.321,0.429,0.75,31.5,"70.5%","81.7%"
"208",2021,"TEX",60,102,31,162,7.83,3.24,1.47,0.288,"70.3%","42.4%","14.9%",4.8,4.76,5.4,"41.7%",5.05,"20.3%","8.4%",760,2.42,"11.9%",5405,5943,1254,838,225,24,167,625,598,433,1381,22926,8045,14881,"7.3%","23.2%",0.294,0.375,0.67,11.9,"68.8%","83.9%"
"209",2021,"TOR",91,71,34,162,9.4,3.03,1.34,0.284,"75.5%","43.0%","14.5%",3.91,4.18,14.5,"41.7%",4.47,"24.8%","8.0%",610,3.1,"16.8%",5476,6070,1455,895,285,13,262,846,816,496,1218,23254,8419,14835,"8.2%","20.1%",0.33,0.466,0.797,29.8,"72.5%","86.7%"
"210",2021,"WSN",65,97,36,162,8.69,3.54,1.59,0.289,"71.0%","41.0%","16.0%",4.82,4.87,6.8,"41.9%",5.14,"22.2%","9.0%",747,2.46,"13.1%",5385,6113,1388,914,272,20,182,724,686,573,1303,23472,8599,14873,"9.4%","21.3%",0.337,0.417,0.754,19.9,"68.0%","86.0%"
"211",2022,"ARI",74,88,33,162,7.65,3.17,1.2,0.282,"71.2%","39.8%","11.5%",4.25,4.33,7.7,"41.6%",4.71,"20.0%","8.3%",676,2.41,"11.7%",5351,6027,1232,773,262,24,173,702,658,531,1341,23541,8646,14895,"8.8%","22.2%",0.304,0.385,0.689,19.8,"66.7%","85.6%"
"212",2022,"ATL",101,61,55,162,9.66,3.11,0.92,0.286,"74.6%","43.5%","10.4%",3.46,3.46,22.7,"40.7%",3.74,"25.8%","8.3%",556,3.11,"17.5%",5509,6082,1394,842,298,11,243,789,753,470,1498,23936,8478,15458,"7.7%","24.6%",0.317,0.443,0.761,28.9,"72.1%","82.8%"
"213",2022,"BAL",83,79,46,162,7.62,2.78,1.07,0.296,"73.2%","43.2%","10.9%",3.97,4.03,11.9,"42.6%",4.32,"20.0%","7.3%",633,2.74,"12.7%",5429,6049,1281,810,275,25,171,674,639,476,1390,23241,8154,15087,"7.9%","23.0%",0.305,0.39,0.695,18.9,"71.2%","85.1%"
"214",2022,"BOS",78,84,39,162,8.47,3.31,1.16,0.304,"69.8%","42.8%","11.8%",4.53,4.17,9.8,"42.4%",4.58,"21.8%","8.5%",721,2.56,"13.3%",5539,6144,1427,908,352,12,155,735,704,478,1373,23902,8460,15442,"7.8%","22.3%",0.321,0.409,0.731,18,"69.8%","84.7%"
"215",2022,"CHC",74,88,44,162,8.62,3.37,1.29,0.287,"73.5%","43.1%","13.5%",4.03,4.33,8.7,"40.7%",4.48,"22.4%","8.8%",646,2.56,"13.7%",5425,6072,1293,838,265,31,159,657,620,507,1448,23813,8557,15256,"8.3%","23.8%",0.311,0.387,0.698,15.7,"69.2%","83.8%"
"216",2022,"CHW",81,81,48,162,9.01,3.31,1.03,0.295,"71.2%","41.5%","10.5%",3.94,3.81,17.3,"39.9%",4.03,"23.6%","8.7%",633,2.72,"14.9%",5611,6123,1435,1005,272,9,149,686,654,388,1269,23147,7871,15276,"6.3%","20.7%",0.31,0.387,0.698,15.3,"69.9%","86.2%"
"217",2022,"CIN",62,100,31,162,8.94,3.87,1.35,0.298,"71.1%","40.6%","13.3%",4.86,4.59,9.9,"40.5%",5.05,"22.7%","9.8%",769,2.31,"12.9%",5380,5978,1264,855,235,18,156,648,618,452,1430,23125,8118,15007,"7.6%","23.9%",0.304,0.372,0.676,5.2,"67.8%","86.1%"
"218",2022,"CLE",92,70,51,162,8.59,2.69,1.06,0.274,"73.8%","42.5%","11.2%",3.47,3.75,18.6,"41.8%",3.97,"23.2%","7.3%",562,3.2,"15.9%",5558,6163,1410,979,273,31,127,698,662,450,1122,23703,8212,15491,"7.3%","18.2%",0.316,0.383,0.699,21.7,"66.3%","88.2%"
"219",2022,"COL",68,94,43,162,7.5,3.4,1.16,0.312,"66.8%","44.1%","12.1%",5.08,4.38,12.6,"41.7%",5.52,"19.0%","8.6%",804,2.2,"10.4%",5540,6105,1408,945,280,34,149,698,669,453,1330,23635,8216,15419,"7.4%","21.8%",0.315,0.398,0.713,6.8,"68.0%","86.8%"
"220",2022,"DET",66,96,38,162,7.58,3.24,1.06,0.284,"71.3%","41.7%","10.2%",4.04,4.16,9.4,"41.8%",4.31,"19.8%","8.5%",637,2.34,"11.3%",5378,5870,1240,868,235,27,110,557,530,380,1413,22410,7627,14783,"6.5%","24.1%",0.286,0.346,0.632,2.5,"70.9%","85.2%"
"221",2022,"HOU",106,56,53,162,9.49,2.85,0.83,0.268,"77.2%","42.7%","9.3%",2.9,3.28,27,"41.5%",3.38,"26.0%","7.8%",465,3.33,"18.2%",5409,6054,1341,830,284,13,214,737,715,528,1179,22950,8348,14602,"8.7%","19.5%",0.319,0.424,0.743,29.5,"70.9%","87.7%"
"222",2022,"KCR",65,97,33,162,7.57,3.74,1.1,0.312,"70.3%","43.8%","11.2%",4.72,4.42,7.5,"41.2%",4.94,"19.1%","9.4%",742,2.02,"9.6%",5437,6010,1327,904,247,38,138,640,613,460,1287,22872,8107,14765,"7.7%","21.4%",0.306,0.38,0.686,10.7,"71.6%","85.2%"
"223",2022,"LAA",73,89,38,162,8.67,3.39,1.05,0.276,"73.0%","42.2%","11.1%",3.79,3.96,17,"41.6%",4.29,"22.9%","8.9%",604,2.56,"14.0%",5423,5977,1265,825,219,31,190,623,600,449,1539,23099,8253,14846,"7.5%","25.7%",0.297,0.39,0.687,11.9,"69.7%","83.6%"
"224",2022,"LAD",111,51,43,162,9.08,2.52,0.94,0.255,"78.3%","42.5%","9.8%",2.8,3.45,24.6,"43.3%",3.33,"25.0%","6.9%",451,3.6,"18.0%",5526,6247,1418,850,325,31,212,847,812,607,1374,25138,9413,15725,"9.7%","22.0%",0.333,0.442,0.775,38.9,"70.2%","84.3%"
"225",2022,"MIA",69,93,41,162,9,3.2,1.08,0.295,"73.8%","44.6%","12.6%",3.87,3.9,14.1,"41.8%",4.14,"23.7%","8.4%",618,2.81,"15.3%",5395,5949,1241,829,248,20,144,586,554,436,1429,23187,8180,15007,"7.3%","24.0%",0.294,0.363,0.658,10.6,"69.2%","85.4%"
"226",2022,"MIL",86,76,52,162,9.52,3.24,1.18,0.28,"72.9%","43.8%","13.4%",3.83,3.92,14.9,"39.5%",4.14,"25.3%","8.6%",615,2.94,"16.7%",5417,6122,1271,784,251,17,219,725,703,577,1464,24835,9175,15660,"9.4%","23.9%",0.315,0.409,0.724,24.3,"67.4%","85.1%"
"227",2022,"MIN",78,84,28,162,8.37,2.93,1.15,0.285,"73.3%","40.0%","11.0%",3.98,4.03,10.7,"41.9%",4.1,"22.1%","7.7%",636,2.85,"14.4%",5476,6113,1356,891,269,18,178,696,668,518,1353,23947,8663,15284,"8.5%","22.1%",0.317,0.401,0.718,21.1,"68.5%","85.7%"
"228",2022,"NYM",101,61,41,162,9.79,2.68,1.06,0.297,"76.0%","43.3%","11.8%",3.58,3.5,20.3,"40.9%",3.43,"26.3%","7.2%",573,3.66,"19.1%",5489,6176,1422,952,272,27,171,772,735,510,1217,23987,8557,15430,"8.3%","19.7%",0.332,0.412,0.744,31.3,"69.6%","86.2%"
"229",2022,"NYY",99,63,47,162,9.05,2.75,0.97,0.268,"76.3%","44.1%","10.7%",3.3,3.56,19.6,"40.0%",3.62,"24.6%","7.5%",533,3.29,"17.1%",5422,6172,1308,821,225,8,254,807,764,620,1391,24434,8948,15486,"10.0%","22.5%",0.325,0.426,0.751,35.1,"66.2%","84.5%"
"230",2022,"OAK",60,102,34,162,7.59,3.17,1.23,0.289,"70.7%","41.4%","11.5%",4.54,4.41,3.6,"41.0%",4.32,"19.7%","8.2%",719,2.39,"11.4%",5314,5863,1147,746,249,15,137,568,537,433,1389,22568,7900,14668,"7.4%","23.7%",0.281,0.346,0.626,6.8,"70.3%","84.8%"
"231",2022,"PHI",87,75,42,162,8.97,2.92,0.95,0.302,"71.2%","44.2%","10.6%",3.98,3.6,22.7,"40.8%",3.95,"23.7%","7.7%",631,3.07,"16.0%",5496,6077,1392,903,255,29,205,747,719,478,1363,23854,8404,15450,"7.9%","22.4%",0.317,0.422,0.739,21.6,"68.4%","86.1%"
"232",2022,"PIT",62,100,33,162,7.92,3.71,1.04,0.304,"68.7%","43.9%","10.9%",4.66,4.27,9.5,"39.7%",4.62,"20.0%","9.4%",736,2.13,"10.6%",5331,5912,1186,778,221,29,158,591,555,476,1497,23202,8347,14855,"8.1%","25.3%",0.291,0.364,0.655,6.7,"65.3%","86.7%"
"233",2022,"SDP",89,73,48,162,9.05,2.92,1.08,0.282,"73.5%","41.2%","11.1%",3.81,3.82,19.3,"42.7%",3.83,"24.0%","7.7%",611,3.1,"16.3%",5468,6175,1317,871,275,18,153,705,682,574,1327,24392,8958,15434,"9.3%","21.5%",0.318,0.382,0.7,21.2,"67.0%","86.0%"
"234",2022,"SEA",90,72,40,162,8.65,2.78,1.16,0.279,"76.1%","39.8%","11.2%",3.59,3.9,13.8,"41.5%",3.83,"23.2%","7.5%",577,3.11,"15.8%",5375,6117,1236,791,229,19,197,690,663,596,1397,24110,9020,15090,"9.7%","22.8%",0.315,0.39,0.704,22.9,"69.4%","85.7%"
"235",2022,"SFG",81,81,39,162,8.6,2.77,0.83,0.31,"70.0%","47.7%","9.8%",3.86,3.43,20,"42.4%",3.63,"22.6%","7.3%",615,3.11,"15.3%",5392,6117,1261,805,255,18,183,716,683,571,1462,24340,8923,15417,"9.3%","23.9%",0.315,0.39,0.705,15.6,"67.6%","84.6%"
"236",2022,"STL",93,69,37,162,7.38,3.07,0.92,0.287,"74.2%","47.2%","10.7%",3.79,3.94,13.4,"41.9%",4.16,"19.6%","8.1%",605,2.41,"11.4%",5496,6165,1386,878,290,21,197,772,739,537,1226,24192,8708,15484,"8.7%","19.9%",0.325,0.42,0.745,32.8,"67.3%","86.1%"
"237",2022,"TBR",86,76,44,162,8.68,2.41,1.08,0.277,"74.6%","42.5%","11.2%",3.41,3.68,16.5,"42.3%",3.65,"23.3%","6.5%",544,3.6,"16.9%",5412,6008,1294,842,296,17,139,666,634,500,1395,23435,8404,15031,"8.3%","23.2%",0.309,0.377,0.686,19.8,"70.0%","83.8%"
"238",2022,"TEX",68,94,37,162,8.24,3.64,1.06,0.292,"71.2%","45.9%","11.9%",4.22,4.18,8.9,"39.0%",4.44,"21.3%","9.4%",673,2.26,"11.9%",5478,6029,1308,866,224,20,198,707,670,456,1446,23095,8183,14912,"7.6%","24.0%",0.301,0.395,0.696,18.9,"73.4%","83.4%"
"239",2022,"TOR",92,70,46,162,8.68,2.65,1.12,0.295,"73.4%","41.4%","11.4%",3.89,3.85,17,"41.5%",4.09,"23.0%","7.0%",623,3.28,"16.0%",5555,6158,1464,945,307,12,200,775,756,500,1242,23696,8541,15155,"8.1%","20.2%",0.329,0.431,0.76,31.2,"70.9%","85.5%"
